screen_id,organism,experimental_setup,condition_name,condition_class,growth_direction,readout_type,method,current_domain,needs_llm,needs_review
741,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1865,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020),pathogen,suppressing,survival,setup,stress,0,0
2362,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1320,Homo sapiens,Drug Exposure,Methyl methanesulfonate (MMS),drug,suppressing,survival,setup,stress,0,0
318,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
742,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1879,Homo sapiens,Drug Exposure,polymyxin B,drug,suppressing,survival,setup,stress,0,0
2363,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1321,Homo sapiens,Drug Exposure,Pyridostatin,drug,suppressing,survival,setup,stress,0,0
319,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
743,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1322,Homo sapiens,Radiation Exposure,Ultraviolet Light (UV),radiation,suppressing,survival,setup,fitness,0,1
1880,Homo sapiens,Other,J774 macrophages; anti-CD20,unknown,UNRESOLVED,UNRESOLVED,unknown,fitness,1,0
2364,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
320,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
744,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1882,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020),pathogen,suppressing,survival,setup,stress,0,0
2365,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
321,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
745,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1323,Homo sapiens,Drug Exposure,Bleomycin,drug,suppressing,survival,setup,stress,0,0
1883,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2366,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
322,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
746,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1324,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1884,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020),pathogen,suppressing,survival,setup,stress,0,0
2367,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
323,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2368,Homo sapiens,Other,Infection with HPV18PsV-BE2,unknown,UNRESOLVED,UNRESOLVED,unknown,stress,1,0
1325,Homo sapiens,Drug Exposure,AZD6738,drug,suppressing,survival,setup,stress,0,0
747,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1885,Homo sapiens,Other,J774 macrophages; anti-CD20/anti-CD47,unknown,UNRESOLVED,UNRESOLVED,unknown,fitness,1,0
324,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
748,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1326,Homo sapiens,Drug Exposure,Cisplatin-2/Cisplatin-3,drug,suppressing,survival,setup,stress,0,0
1886,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020),pathogen,suppressing,survival,setup,stress,0,0
2369,Homo sapiens,Other,anti-IgM,unknown,UNRESOLVED,UNRESOLVED,unknown,stress,1,0
325,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
749,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1327,Homo sapiens,Drug Exposure,Cisplatin-2/Cisplatin-3,drug,suppressing,survival,setup,stress,0,0
1887,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020),pathogen,suppressing,survival,setup,stress,0,0
2370,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
326,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
750,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1328,Homo sapiens,Drug Exposure,Dexrazoxane (ICRF-187),drug,suppressing,survival,setup,stress,0,0
1891,Homo sapiens,Virus Exposure,Virus: Zika virus,pathogen,suppressing,survival,setup,stress,0,0
2371,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
327,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
751,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1329,Homo sapiens,Drug Exposure,Formaldehyde,drug,suppressing,survival,setup,stress,0,0
1892,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020),pathogen,suppressing,survival,setup,stress,0,0
2373,Homo sapiens,Timecourse,L-Selenocystine,baseline,none,proliferation,setup,fitness,0,0
328,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
752,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1330,Homo sapiens,Drug Exposure,Phen-DC3,drug,suppressing,survival,setup,stress,0,0
1893,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020),pathogen,suppressing,survival,setup,stress,0,0
2374,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
329,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
753,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1331,Homo sapiens,Drug Exposure,Duocarmycin sa,drug,suppressing,survival,setup,stress,0,0
1894,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020),pathogen,suppressing,survival,setup,stress,0,0
2375,Homo sapiens,Drug Exposure,Cisplatin,drug,suppressing,survival,setup,stress,0,0
330,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
754,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1332,Homo sapiens,Drug Exposure,Trabectedin,drug,suppressing,survival,setup,stress,0,0
1895,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020),pathogen,suppressing,survival,setup,stress,0,0
2376,Homo sapiens,Drug Exposure,Oxaliplatin,drug,suppressing,survival,setup,stress,0,0
331,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
755,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1333,Homo sapiens,Drug Exposure,Calicheamicin,drug,suppressing,survival,setup,stress,0,0
1897,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2377,Homo sapiens,Drug Exposure,Cladribine,drug,suppressing,survival,setup,stress,0,0
1334,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
332,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
756,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1898,Homo sapiens,Cytokine exposure,Interferon gamma,signal,UNRESOLVED,marker,setup,reporter,1,0
2378,Homo sapiens,Drug Exposure,Cytarabine,drug,suppressing,survival,setup,stress,0,0
1335,Homo sapiens,Drug Exposure,Illudin S,drug,suppressing,survival,setup,stress,0,0
333,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
757,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1900,Homo sapiens,Drug Exposure,CGS-21680,drug,suppressing,survival,setup,fitness,0,1
2379,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
1336,Homo sapiens,Drug Exposure,MLN4924 (Pevonedistat),drug,suppressing,survival,setup,stress,0,0
334,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
758,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1901,Homo sapiens,Drug Exposure,Cyclosporin A,drug,suppressing,survival,setup,fitness,0,1
2380,Homo sapiens,Drug Exposure,6-Mercaptopurine,drug,suppressing,survival,setup,stress,0,0
1337,Homo sapiens,Drug Exposure,MNNG,drug,suppressing,survival,setup,stress,0,0
335,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1338,Homo sapiens,Drug Exposure,KBrO3,drug,suppressing,survival,setup,stress,0,0
336,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1902,Homo sapiens,Drug Exposure,Tacrolimus,drug,suppressing,survival,setup,fitness,0,1
759,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2381,Homo sapiens,Drug Exposure,Thioguanine,drug,suppressing,survival,setup,stress,0,0
337,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
760,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1903,Homo sapiens,Cytokine exposure,TGFβ1,signal,UNRESOLVED,UNRESOLVED,setup,fitness,1,1
2382,Homo sapiens,Drug Exposure,docetaxel,drug,suppressing,survival,setup,stress,0,0
1339,Homo sapiens,Drug Exposure,CD437,drug,suppressing,survival,setup,stress,0,0
761,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1904,Homo sapiens,T cell exposure,CD4+CD127lowCD25+ Treg cells,immune,suppressing,survival,setup,fitness,0,1
2383,Homo sapiens,Drug Exposure,Paclitaxel (Taxol),drug,suppressing,survival,setup,stress,0,0
1340,Homo sapiens,Drug Exposure,Camptothecin-2,drug,suppressing,survival,setup,stress,0,0
338,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
762,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1905,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2384,Homo sapiens,Drug Exposure,Vincristine,drug,suppressing,survival,setup,stress,0,0
1341,Homo sapiens,Drug Exposure,Benzo[a]pyrene Diol Epoxide (BPDE),drug,suppressing,survival,setup,stress,0,0
339,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
763,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1906,Homo sapiens,Implantation to Mouse Model,-,in-vivo,none,proliferation,setup,fitness,0,0
2385,Homo sapiens,Drug Exposure,Vinorelbine,drug,suppressing,survival,setup,stress,0,0
1342,Homo sapiens,Drug Exposure,Hydroxyurea,drug,suppressing,survival,setup,stress,0,0
340,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
764,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1907,Homo sapiens,Implantation to Mouse Model,-,in-vivo,none,proliferation,setup,fitness,0,0
2386,Homo sapiens,Drug Exposure,Methotrexate,drug,suppressing,survival,setup,stress,0,0
1343,Homo sapiens,Drug Exposure,Pladienolide B (PladB),drug,suppressing,survival,setup,stress,0,0
341,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
765,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1909,Homo sapiens,Virus Exposure,Virus: Enterovirus 71,pathogen,suppressing,survival,setup,stress,0,0
2387,Homo sapiens,Drug Exposure,Camptothecin,drug,suppressing,survival,setup,stress,0,0
1344,Homo sapiens,Drug Exposure,M3541 (ATM inhibitor),drug,suppressing,survival,setup,stress,0,0
342,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
766,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1910,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2388,Homo sapiens,Drug Exposure,Irinotecan,drug,suppressing,survival,setup,stress,0,0
1345,Homo sapiens,Drug Exposure,M3541 (ATM inhibitor),drug,suppressing,survival,setup,stress,0,0
343,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
767,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1911,Homo sapiens,Cytokine exposure,Interferon gamma,signal,UNRESOLVED,UNRESOLVED,setup,fitness,1,1
2389,Homo sapiens,Drug Exposure,Topotecan,drug,suppressing,survival,setup,stress,0,0
346,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1346,Homo sapiens,Drug Exposure,M3541 (ATM inhibitor),drug,suppressing,survival,setup,stress,0,0
768,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1912,Homo sapiens,T cell exposure,TIL (Tumor Infiltrating Lymphocyte) co-culture,immune,suppressing,survival,setup,fitness,0,1
2390,Homo sapiens,Drug Exposure,Idarubicin,drug,suppressing,survival,setup,stress,0,0
1347,Homo sapiens,Drug Exposure,M3541 (ATM inhibitor),drug,suppressing,survival,setup,stress,0,0
347,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
769,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1913,Homo sapiens,T cell exposure,TIL (Tumor Infiltrating Lymphocyte) co-culture,immune,suppressing,survival,setup,fitness,0,1
2391,Homo sapiens,Drug Exposure,sorafenib,drug,suppressing,survival,setup,stress,0,0
348,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
770,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1348,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1914,Homo sapiens,T cell exposure,TIL (Tumor Infiltrating Lymphocyte) co-culture,immune,suppressing,survival,setup,fitness,0,1
2392,Homo sapiens,Drug Exposure,Imatinib,drug,suppressing,survival,setup,stress,0,0
1349,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
349,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
771,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2393,Homo sapiens,Drug Exposure,RO-3306,drug,suppressing,survival,setup,stress,0,0
1915,Homo sapiens,T cell exposure,TIL (Tumor Infiltrating Lymphocyte) co-culture,immune,suppressing,survival,setup,fitness,0,1
350,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
772,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1916,Homo sapiens,T cell exposure,TIL (Tumor Infiltrating Lymphocyte) co-culture,immune,suppressing,survival,setup,fitness,0,1
1350,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
2394,Homo sapiens,Drug Exposure,AZD7762,drug,suppressing,survival,setup,stress,0,0
1351,Homo sapiens,Drug Exposure,Mutation: RNASEH2A (ETG0535) KO|  Talazoparib,drug,suppressing,survival,setup,stress,0,0
351,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
773,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1917,Homo sapiens,T cell exposure,TIL (Tumor Infiltrating Lymphocyte) co-culture,immune,suppressing,survival,setup,fitness,0,1
2395,Homo sapiens,Drug Exposure,Vorinostat/SAHA,drug,suppressing,survival,setup,stress,0,0
1352,Homo sapiens,Drug Exposure,Mutation: RNASEH2A (ETG0535) KO|Talazoparib,drug,suppressing,survival,setup,stress,0,0
352,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
774,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1918,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (isolate USA-WA1/2020),pathogen,suppressing,survival,setup,stress,0,0
2396,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
1353,Homo sapiens,Drug Exposure,anti-CD22-asparagine-PEG2-maytansine,drug,suppressing,survival,setup,stress,0,0
353,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
775,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1919,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (isolate USA-WA1/2020),pathogen,suppressing,survival,setup,stress,0,0
2397,Homo sapiens,Drug Exposure,Tretinoin,drug,suppressing,survival,setup,stress,0,0
1354,Homo sapiens,Drug Exposure,XL413,drug,suppressing,survival,setup,stress,0,0
354,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
776,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1932,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2398,Homo sapiens,Drug Exposure,ABT263 (Navitoclax),drug,suppressing,survival,setup,stress,0,0
1355,Homo sapiens,Drug Exposure,Aspariginase,drug,suppressing,survival,setup,stress,0,0
355,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
777,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1933,Homo sapiens,Timecourse,Mutation: TP53 (ETG:7157) KO,baseline,none,proliferation,setup,fitness,0,0
2399,Homo sapiens,Drug Exposure,Obatoclax,drug,suppressing,survival,setup,stress,0,0
1356,Homo sapiens,Drug Exposure,Malformin A1,drug,suppressing,survival,setup,stress,0,0
356,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
778,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1934,Homo sapiens,Timecourse,3D spheroid growth,baseline,none,proliferation,setup,fitness,0,0
2400,Homo sapiens,Drug Exposure,PAC-1,drug,suppressing,survival,setup,stress,0,0
1357,Homo sapiens,Drug Exposure,Malformin A1,drug,suppressing,survival,setup,stress,0,0
357,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
779,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1935,Homo sapiens,Timecourse,3D spheroid growth | Mutation:TP53 (ETG:7157) KO,baseline,none,proliferation,setup,fitness,0,0
2401,Homo sapiens,Drug Exposure,Tasisulam,drug,suppressing,survival,setup,stress,0,0
1360,Homo sapiens,Drug Exposure,Mutation: TP53 (ETG:7157) KO|Cisplatin,drug,suppressing,survival,setup,stress,0,0
358,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
780,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1936,Homo sapiens,Implantation to Mouse Model,-,in-vivo,none,proliferation,setup,fitness,0,0
2402,Homo sapiens,Toxin Exposure,Panton–Valentine leukocidin (PVL),toxin,suppressing,survival,setup,stress,0,0
1361,Homo sapiens,Drug Exposure,Venetoclax,drug,suppressing,survival,setup,stress,0,0
359,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
781,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1938,Homo sapiens,Drug Exposure,Atamparib (RBN-2397),drug,suppressing,survival,setup,stress,0,0
2404,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
1362,Homo sapiens,Drug Exposure,Venetoclax,drug,suppressing,survival,setup,stress,0,0
360,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
782,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1939,Homo sapiens,Drug Exposure,Atamparib (RBN-2397),drug,suppressing,survival,setup,stress,0,0
2405,Homo sapiens,Virus Exposure,Virus: HIV (Human immunodeficiency virus),pathogen,suppressing,survival,setup,stress,0,0
361,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1363,Homo sapiens,Drug Exposure,Venetoclax,drug,suppressing,survival,setup,stress,0,0
783,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
362,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1364,Homo sapiens,Drug Exposure,Antimycin,drug,suppressing,survival,setup,fitness,0,1
1940,Homo sapiens,Drug Exposure,Trametinib,drug,suppressing,survival,setup,stress,0,0
2406,Homo sapiens,Virus Exposure,Virus: HIV (Human immunodeficiency virus),pathogen,suppressing,survival,setup,stress,0,0
784,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1941,Homo sapiens,Drug Exposure,Trametinib,drug,suppressing,survival,setup,stress,0,0
2407,Homo sapiens,Virus Exposure,Virus: HIV (Human immunodeficiency virus),pathogen,suppressing,survival,setup,stress,0,0
1365,Homo sapiens,Drug Exposure,ONC201 (TIC10),drug,suppressing,survival,setup,stress,0,0
363,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
785,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1942,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2408,Homo sapiens,Virus Exposure,Virus: VSV-G pseudotyped HIV-1,pathogen,suppressing,survival,setup,stress,0,0
1366,Homo sapiens,Drug Exposure,ONC212,drug,suppressing,survival,setup,stress,0,0
364,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
786,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1943,Homo sapiens,Drug Exposure,Trametinib,drug,suppressing,survival,setup,stress,0,0
2409,Homo sapiens,Virus Exposure,Virus: HIV (Human immunodeficiency virus),pathogen,suppressing,survival,setup,stress,0,0
1367,Homo sapiens,Drug Exposure,Antimycin and Oligomycin,drug,suppressing,survival,setup,fitness,0,1
365,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
787,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1944,Homo sapiens,Drug Exposure,Palbociclib,drug,suppressing,survival,setup,stress,0,0
2410,Homo sapiens,Virus Exposure,Virus: HIV (Human immunodeficiency virus),pathogen,suppressing,survival,setup,stress,0,0
366,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
788,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1368,Homo sapiens,Drug Exposure,Chloramphenicol,drug,suppressing,survival,setup,fitness,0,1
1945,Homo sapiens,Drug Exposure,Trametinib|Palbociclib,drug,suppressing,survival,setup,stress,0,0
2414,Homo sapiens,Drug Exposure,ABBV-744,drug,suppressing,survival,setup,stress,0,0
1369,Homo sapiens,Drug Exposure,Ethidium bromide,drug,suppressing,survival,setup,fitness,0,1
367,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
789,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1946,Homo sapiens,Timecourse,Blasticidin,baseline,none,marker,setup,reporter,0,0
2415,Homo sapiens,Drug Exposure,JQ1,drug,suppressing,survival,setup,stress,0,0
1370,Homo sapiens,Drug Exposure,Metformin,drug,suppressing,survival,setup,fitness,0,1
368,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
790,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1947,Homo sapiens,Drug Exposure,Doxorubicin,drug,suppressing,survival,setup,stress,0,0
2416,Homo sapiens,Drug Exposure,dBet1,drug,suppressing,survival,setup,stress,0,0
1371,Homo sapiens,Drug Exposure,Oligomycin,drug,suppressing,survival,setup,fitness,0,1
369,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
791,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1948,Homo sapiens,Drug Exposure,tigecycline,drug,suppressing,survival,setup,stress,0,0
2417,Homo sapiens,Drug Exposure,ABBV-744,drug,suppressing,survival,setup,stress,0,0
370,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
792,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1372,Homo sapiens,Drug Exposure,Piericidin A,drug,suppressing,survival,setup,fitness,0,1
1949,Homo sapiens,Drug Exposure,Etoposide,drug,suppressing,survival,setup,stress,0,0
2418,Homo sapiens,Drug Exposure,ABBV-744,drug,suppressing,survival,setup,stress,0,0
371,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
793,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1373,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
1950,Homo sapiens,Drug Exposure,Etoposide,drug,suppressing,survival,setup,stress,0,0
2419,Homo sapiens,Drug Exposure,Bortezomib,drug,suppressing,survival,setup,stress,0,0
1374,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
372,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
794,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1951,Homo sapiens,Drug Exposure,Etoposide,drug,suppressing,survival,setup,stress,0,0
2420,Homo sapiens,Drug Exposure,Bortezomib,drug,suppressing,survival,setup,stress,0,0
1379,Homo sapiens,Virus Exposure,Virus: HCoV-OC43 (Human coronavirus OC43),pathogen,suppressing,survival,setup,stress,0,0
795,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
373,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1952,Homo sapiens,Radiation Exposure,Radiation,radiation,suppressing,survival,setup,stress,0,0
374,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1380,Homo sapiens,Virus Exposure,Virus: HCoV-NL63 (Human coronavirus NL63),pathogen,suppressing,survival,setup,stress,0,0
1953,Homo sapiens,T cell exposure,CAR T cells,immune,suppressing,survival,setup,fitness,0,1
2421,Homo sapiens,Cytokine exposure,Interleukin-2 (IL-2),signal,UNRESOLVED,marker,setup,reporter,1,0
796,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
797,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2422,Homo sapiens,Cytokine exposure,Interleukin-2 (IL-2),signal,UNRESOLVED,marker,setup,reporter,1,0
1381,Homo sapiens,Virus Exposure,Virus: HCoV-229E (Human coronavirus 229E),pathogen,suppressing,survival,setup,stress,0,0
375,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1954,Homo sapiens,T cell exposure,CAR T cells,immune,suppressing,survival,setup,fitness,0,1
2423,Homo sapiens,Cytokine exposure,Interleukin-2 (IL-2),signal,UNRESOLVED,marker,setup,reporter,1,0
1382,Homo sapiens,Virus Exposure,Virus: HCoV-229E (Human coronavirus 229E),pathogen,suppressing,survival,setup,stress,0,0
376,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
798,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1955,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (isolate USA-WA1/2020),pathogen,suppressing,survival,setup,stress,0,0
2424,Homo sapiens,Cytokine exposure,Interleukin-2 (IL-2),signal,UNRESOLVED,marker,setup,reporter,1,0
1383,Homo sapiens,Virus Exposure,Virus: HCoV-NL63 (Human coronavirus NL63),pathogen,suppressing,survival,setup,stress,0,0
377,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
799,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1956,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (isolate USA-WA1/2020),pathogen,suppressing,survival,setup,stress,0,0
