screen_id,organism,experimental_setup,condition_name,condition_class,growth_direction,readout_type,method,current_domain,needs_llm,needs_review
998,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1560,Homo sapiens,Other,Prolonged amino acid starvation (16 h) using Earl’s buffered saline solution (EBSS),unknown,UNRESOLVED,marker,unknown,reporter,1,0
2069,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2/SB3-TYAGNC,pathogen,suppressing,survival,setup,stress,0,0
999,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1561,Homo sapiens,Virus Exposure,Virus: Human hepatitis A virus HM175,pathogen,suppressing,survival,setup,stress,0,0
481,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
483,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1001,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1563,Homo sapiens,Drug Exposure,Palbociclib,drug,suppressing,survival,setup,stress,0,0
1000,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2070,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2/SB3-TYAGNC,pathogen,suppressing,survival,setup,stress,0,0
1562,Homo sapiens,Drug Exposure,CC-122 (Avadomide),drug,suppressing,survival,setup,stress,0,0
2071,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2/SB3-TYAGNC,pathogen,suppressing,survival,setup,stress,0,0
482,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2074,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2/SB3-TYAGNC,pathogen,suppressing,survival,setup,stress,0,0
484,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1002,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1564,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2075,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2/SB3-TYAGNC,pathogen,suppressing,survival,setup,stress,0,0
485,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1003,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1566,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2076,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (isolate USA-WA1/2020),pathogen,suppressing,marker,setup,reporter,0,0
486,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1004,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1567,Homo sapiens,Virus Exposure,Virus: Hepatitis C Virus,pathogen,suppressing,survival,setup,stress,0,0
2077,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (isolate USA-WA1/2020),pathogen,suppressing,marker,setup,reporter,0,0
487,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1005,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1568,Homo sapiens,Drug Exposure,TAK-243,drug,suppressing,survival,setup,stress,0,0
2078,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
488,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1006,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1569,Homo sapiens,Drug Exposure,TAK-243,drug,suppressing,survival,setup,stress,0,0
2079,Homo sapiens,Drug Exposure,BI-2536,drug,suppressing,survival,setup,stress,0,0
489,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1007,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1571,Homo sapiens,Timecourse,Wnt3a conditioned medium,baseline,none,marker,setup,reporter,0,0
2080,Homo sapiens,Drug Exposure,BI6727/Volasertib,drug,suppressing,survival,setup,stress,0,0
490,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1008,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1573,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2081,Homo sapiens,Drug Exposure,GSK461364 (GSK461364A),drug,suppressing,survival,setup,stress,0,0
491,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1009,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1574,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2082,Homo sapiens,Drug Exposure,Etoposide,drug,suppressing,survival,setup,stress,0,0
492,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1010,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1575,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2083,Homo sapiens,Drug Exposure,Mutation: ZNF451 (ETG26036) KO|Etoposide,drug,suppressing,survival,setup,stress,0,0
493,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1011,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1576,Homo sapiens,Timecourse,Mutation: CDC34 (ETG997) KO,baseline,none,proliferation,setup,fitness,0,0
2084,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
494,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1012,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1577,Homo sapiens,Timecourse,Mutation: UBE2R2 (ETG54926) KO,baseline,none,proliferation,setup,fitness,0,0
2085,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
495,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1013,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1578,Homo sapiens,Timecourse,Mutation: UBE2R2 (ETG54926) KO,baseline,none,proliferation,setup,fitness,0,0
2086,Homo sapiens,Timecourse,Mutation: FBXW7 (ETG55294) del,baseline,none,proliferation,setup,fitness,0,0
496,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1014,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1579,Homo sapiens,Timecourse,Mutation: CDC34 (ETG997)/UBE2R2 (ETG54926) Double KO,baseline,none,proliferation,setup,fitness,0,0
2087,Homo sapiens,Timecourse,Mutation: FBXW7 (ETG55294) del,baseline,none,proliferation,setup,fitness,0,0
497,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1015,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2089,Homo sapiens,Timecourse,Mutation: ELOF1 (ETG84337) KO,baseline,none,proliferation,setup,fitness,0,0
504,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2090,Homo sapiens,Drug Exposure,Mutation: ERCC6 (ETG2074) KO| Illudin S,drug,suppressing,survival,setup,stress,0,0
503,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1017,Homo sapiens,Virus Exposure,Virus: Ebola virus (Mayinga strain),pathogen,suppressing,survival,setup,stress,0,0
1580,Homo sapiens,Timecourse,Mutation: CDC34 (ETG997)/UBE2R2 (ETG54926) Double KO,baseline,none,proliferation,setup,fitness,0,0
1582,Homo sapiens,Virus Exposure,Virus: HCoV-229E (Human coronavirus 229E),pathogen,suppressing,survival,setup,stress,0,0
498,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2088,Homo sapiens,Drug Exposure,Illudin S,drug,suppressing,survival,setup,stress,0,0
1016,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1581,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (Severe acute respiratory syndrome coronavirus 2),pathogen,suppressing,survival,setup,stress,0,0
1018,Homo sapiens,Toxin Exposure,Typhoid Toxin,toxin,suppressing,survival,setup,stress,0,0
1583,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (Severe acute respiratory syndrome coronavirus 2),pathogen,suppressing,survival,setup,stress,0,0
2091,Homo sapiens,Drug Exposure,Mutation: ELOF1 (ETG84337) KO| Illudin S,drug,suppressing,survival,setup,stress,0,0
505,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1019,Homo sapiens,Toxin Exposure,Typhoid Toxin,toxin,suppressing,survival,setup,stress,0,0
1584,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 (Severe acute respiratory syndrome coronavirus 2),pathogen,suppressing,survival,setup,stress,0,0
2092,Homo sapiens,Drug Exposure,Cisplatin,drug,suppressing,survival,setup,stress,0,0
506,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1020,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1586,Homo sapiens,Drug Exposure,TH588,drug,suppressing,survival,setup,stress,0,0
2093,Homo sapiens,Drug Exposure,Cisplatin,drug,suppressing,survival,setup,stress,0,0
507,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1021,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1588,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2094,Homo sapiens,Drug Exposure,Dichloroacetic acid (DCA),drug,suppressing,survival,setup,stress,0,0
508,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1022,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1589,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2095,Homo sapiens,Drug Exposure,Dichloroacetic acid (DCA),drug,suppressing,survival,setup,stress,0,0
509,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1023,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1591,Homo sapiens,Timecourse,Mutation: ATG7 (ETG10533) KO,baseline,none,marker,setup,reporter,0,0
2096,Homo sapiens,Drug Exposure,Hydrogen Peroxide (H2O2),drug,suppressing,survival,setup,stress,0,0
510,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1024,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1592,Homo sapiens,Timecourse,Mutation: ATG3 (ETG64422) KO,baseline,none,marker,setup,reporter,0,0
2097,Homo sapiens,Drug Exposure,Hydrogen Peroxide (H2O2),drug,suppressing,survival,setup,stress,0,0
511,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1025,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1593,Homo sapiens,Timecourse,Mutation: ATG10 (ETG83734) KO,baseline,none,marker,setup,reporter,0,0
2098,Homo sapiens,Drug Exposure,Formaldehyde,drug,suppressing,survival,setup,stress,0,0
512,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1026,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1608,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2099,Homo sapiens,Drug Exposure,Formaldehyde,drug,suppressing,survival,setup,stress,0,0
513,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1027,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1609,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2100,Homo sapiens,Drug Exposure,Mitomycin C,drug,suppressing,survival,setup,stress,0,0
514,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1028,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1618,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2101,Homo sapiens,Drug Exposure,Mitomycin C,drug,suppressing,survival,setup,stress,0,0
515,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1029,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1619,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
2102,Homo sapiens,Drug Exposure,4-Nitroquinoline N-oxide (NQO),drug,suppressing,survival,setup,stress,0,0
516,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1030,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1621,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
2103,Homo sapiens,Drug Exposure,4-Nitroquinoline N-oxide (NQO),drug,suppressing,survival,setup,stress,0,0
517,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1031,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2106,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
518,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1622,Homo sapiens,Virus Exposure,Virus: SARS-CoV-2 Sdel (deletion in S1/S2 site of spike protein),pathogen,suppressing,survival,setup,stress,0,0
2104,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
1032,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1033,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1623,Homo sapiens,Drug Exposure,AZD6738,drug,suppressing,survival,setup,stress,0,0
1624,Homo sapiens,Drug Exposure,Berzosertib (VE822),drug,suppressing,survival,setup,stress,0,0
2105,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
519,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
520,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1034,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1625,Homo sapiens,Drug Exposure,AZD6738,drug,suppressing,survival,setup,stress,0,0
2107,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
521,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1035,Homo sapiens,Timecourse,HRASG12V isoform,baseline,none,proliferation,setup,fitness,0,0
1626,Homo sapiens,Drug Exposure,AZD6738,drug,suppressing,survival,setup,stress,0,0
2108,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
522,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1037,Homo sapiens,Timecourse,KRASG12V isoform,baseline,none,proliferation,setup,fitness,0,0
1627,Homo sapiens,Drug Exposure,Berzosertib (VE822),drug,suppressing,survival,setup,stress,0,0
2109,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
523,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1039,Homo sapiens,Timecourse,NRASG12V isoform,baseline,none,proliferation,setup,fitness,0,0
1628,Homo sapiens,Drug Exposure,Berzosertib (VE822),drug,suppressing,survival,setup,stress,0,0
2110,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
524,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1041,Homo sapiens,Ligand Exposure,Mega CD40L,signal,UNRESOLVED,marker,setup,reporter,1,0
1629,Homo sapiens,Drug Exposure,sorafenib,drug,suppressing,survival,setup,stress,0,0
2111,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
525,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1042,Homo sapiens,Ligand Exposure,Mega CD40L,signal,UNRESOLVED,marker,setup,reporter,1,0
1630,Homo sapiens,Other,Cells grown in a transwell with matrigel and allowed to invade toward a higher concentration of serum in the bottom chamber,unknown,UNRESOLVED,marker,unknown,reporter,1,0
2112,Homo sapiens,Drug Exposure,Olaparib,drug,suppressing,survival,setup,stress,0,0
526,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1045,Homo sapiens,Drug Exposure,AZD5576 (CDK9i),drug,suppressing,survival,setup,stress,0,0
1631,Homo sapiens,Drug Exposure,JQ1,drug,suppressing,survival,setup,stress,0,0
2113,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
527,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1046,Homo sapiens,Drug Exposure,AZD5991 (MCL1i),drug,suppressing,survival,setup,stress,0,0
1632,Homo sapiens,Drug Exposure,JQ1,drug,suppressing,survival,setup,stress,0,0
2114,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
528,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1048,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1633,Homo sapiens,Drug Exposure,JQ1,drug,suppressing,survival,setup,stress,0,0
2115,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
78,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
529,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1050,Homo sapiens,Ligand Exposure,E2 (17β-estradiol),signal,UNRESOLVED,UNRESOLVED,setup,fitness,1,1
1634,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2116,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
79,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
530,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1052,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1635,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,stress,0,0
2117,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
80,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
531,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1053,Homo sapiens,Timecourse,E2 (17β-estradiol),baseline,none,proliferation,setup,fitness,0,0
1636,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2118,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
85,Homo sapiens,Drug Exposure,Trametinib,drug,suppressing,survival,setup,stress,0,0
532,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1056,Homo sapiens,Drug Exposure,CC-122 (Avadomide),drug,suppressing,survival,setup,stress,0,0
1639,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
2119,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
89,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1641,Homo sapiens,Drug Exposure,Oxaliplatin,drug,suppressing,survival,setup,stress,0,0
2121,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1058,Homo sapiens,Drug Exposure,Lenalidomide,drug,suppressing,survival,setup,stress,0,0
94,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2120,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
533,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
534,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
93,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1057,Homo sapiens,Drug Exposure,CC-122 (Avadomide),drug,suppressing,survival,setup,stress,0,0
1640,Homo sapiens,Drug Exposure,Irinotecan,drug,suppressing,survival,setup,stress,0,0
535,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1059,Homo sapiens,Drug Exposure,Lenalidomide,drug,suppressing,survival,setup,stress,0,0
1642,Homo sapiens,Drug Exposure,5-fluorouracil,drug,suppressing,survival,setup,stress,0,0
2122,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
95,Homo sapiens,Drug Exposure,Vemurafenib,drug,suppressing,survival,setup,stress,0,0
536,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1060,Homo sapiens,Drug Exposure,Pomalidomide,drug,suppressing,survival,setup,stress,0,0
1643,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
2123,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
96,Homo sapiens,Drug Exposure,Vemurafenib,drug,suppressing,survival,setup,stress,0,0
537,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1061,Homo sapiens,Drug Exposure,Pomalidomide,drug,suppressing,survival,setup,stress,0,0
1644,Homo sapiens,Drug Exposure,Irinotecan,drug,suppressing,survival,setup,stress,0,0
2124,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
100,Homo sapiens,Drug Exposure,Trametinib,drug,suppressing,survival,setup,stress,0,0
538,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1062,Homo sapiens,Drug Exposure,Temozolomide,drug,suppressing,survival,setup,stress,0,0
1645,Homo sapiens,Drug Exposure,Oxaliplatin,drug,suppressing,survival,setup,stress,0,0
2128,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
101,Homo sapiens,Drug Exposure,Trametinib,drug,suppressing,survival,setup,stress,0,0
539,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1063,Homo sapiens,Drug Exposure,Temozolomide,drug,suppressing,survival,setup,stress,0,0
1646,Homo sapiens,Drug Exposure,5-fluorouracil,drug,suppressing,survival,setup,stress,0,0
2129,Homo sapiens,Cytokine exposure,IL-1α+TNF+C1q,signal,UNRESOLVED,marker,setup,reporter,1,0
102,Homo sapiens,Drug Exposure,Vemurafenib,drug,suppressing,survival,setup,stress,0,0
540,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1064,Homo sapiens,Drug Exposure,Temozolomide,drug,suppressing,survival,setup,stress,0,0
1647,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
2130,Homo sapiens,Cytokine exposure,IL-1α+TNF+C1q,signal,UNRESOLVED,marker,setup,reporter,1,0
103,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
541,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1065,Homo sapiens,Drug Exposure,Temozolomide,drug,suppressing,survival,setup,stress,0,0
1648,Homo sapiens,Drug Exposure,Oxaliplatin,drug,suppressing,survival,setup,stress,0,0
2131,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
104,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1066,Homo sapiens,Drug Exposure,Temozolomide,drug,suppressing,survival,setup,stress,0,0
1649,Homo sapiens,Drug Exposure,Irinotecan,drug,suppressing,survival,setup,stress,0,0
2132,Homo sapiens,Cytokine exposure,IL-1α+TNF+C1q,signal,UNRESOLVED,marker,setup,reporter,1,0
139,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
543,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
542,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1067,Homo sapiens,Drug Exposure,Temozolomide,drug,suppressing,survival,setup,stress,0,0
1650,Homo sapiens,Drug Exposure,5-fluorouracil,drug,suppressing,survival,setup,stress,0,0
2133,Homo sapiens,Cytokine exposure,IL-1α+TNF+C1q,signal,UNRESOLVED,marker,setup,reporter,1,0
141,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
544,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1074,Homo sapiens,Bacteria Exposure,Salmonella enterica,pathogen,suppressing,survival,setup,stress,0,0
1651,Homo sapiens,Drug Exposure,Gemcitabine,drug,suppressing,survival,setup,stress,0,0
2134,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
545,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1652,Homo sapiens,Drug Exposure,Oxaliplatin,drug,suppressing,survival,setup,stress,0,0
2135,Homo sapiens,Other,Differentiation Medium,unknown,UNRESOLVED,marker,unknown,reporter,1,0
1075,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
143,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
142,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1076,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
546,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1653,Homo sapiens,Drug Exposure,Irinotecan,drug,suppressing,survival,setup,stress,0,0
2136,Homo sapiens,Drug Exposure,CC-885,drug,suppressing,survival,setup,stress,0,0
145,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
1079,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
547,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1654,Homo sapiens,Drug Exposure,5-fluorouracil,drug,suppressing,survival,setup,stress,0,0
2137,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
149,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
548,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1080,Homo sapiens,Toxin Exposure,Shiga Toxin Stx1,toxin,suppressing,survival,setup,stress,0,0
1656,Homo sapiens,NK cell exposure,NK (activated natural killer) cells,immune,suppressing,survival,setup,fitness,0,1
2139,Homo sapiens,T cell exposure,CD8+ T cells,immune,suppressing,survival,setup,fitness,0,1
150,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
549,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1081,Homo sapiens,NK cell exposure,IL-2-activated NK cells,immune,suppressing,survival,setup,fitness,0,1
1657,Homo sapiens,NK cell exposure,NK (activated natural killer) cells,immune,suppressing,survival,setup,fitness,0,1
2140,Homo sapiens,NK cell exposure,NK (activated natural killer) cells,immune,suppressing,survival,setup,fitness,0,1
151,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
550,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1082,Homo sapiens,NK cell exposure,IL-2-activated NK cells,immune,suppressing,survival,setup,fitness,0,1
1658,Homo sapiens,NK cell exposure,NK (activated natural killer) cells,immune,suppressing,survival,setup,fitness,0,1
2145,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
152,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
551,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1083,Homo sapiens,NK cell exposure,IL-2-activated NK cells,immune,suppressing,survival,setup,fitness,0,1
1659,Homo sapiens,Other,CD20xCD3 bsAb (bispecific antibodies),unknown,UNRESOLVED,UNRESOLVED,unknown,fitness,1,0
2146,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
153,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1092,Homo sapiens,Bacteria Exposure,Legionella pneumophila,pathogen,suppressing,survival,setup,stress,0,0
552,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
1660,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
2147,Homo sapiens,Timecourse,-,baseline,none,marker,setup,reporter,0,0
154,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
553,Homo sapiens,Timecourse,-,baseline,none,proliferation,setup,fitness,0,0
