screen_id,organism,condition_class,growth_direction,readout_type,sign_convention,source,status,current_domain,new_domain,domain_changed
2133,Homo sapiens,signal,promoting,marker,positive score = enriched = gene inhibits VCAM1; negative score = depleted = gene enhances VCAM1,llm,auto,reporter,reporter,0
141,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
544,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1074,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1651,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2134,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
545,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1652,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2135,Homo sapiens,unknown,none,marker,enriched = KO induces HbF expression,llm,auto,reporter,reporter,0
1075,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
143,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
142,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1076,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
546,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1653,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2136,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
145,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1079,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
547,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1654,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2137,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
149,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
548,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1080,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
1656,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
2139,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
150,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
549,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1081,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
1657,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
2140,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
151,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
550,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1082,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
1658,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
2145,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
152,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
551,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1083,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
1659,Homo sapiens,unknown,suppressing,survival,activation allows survival under CD20xCD3-mediated killing,llm,auto,fitness,stress,1
2146,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
153,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1092,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
552,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1660,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2147,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
154,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
553,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1094,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1661,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2148,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
155,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
554,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1095,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1669,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2149,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
156,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
555,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1097,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1670,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2150,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
157,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
556,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1098,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
1677,Homo sapiens,unknown,suppressing,survival,negative score = depleted = gene required,llm,auto,fitness,stress,1
2151,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
158,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
557,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1099,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
1686,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2152,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
168,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
559,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
159,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
558,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1100,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1687,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2153,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1103,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
1688,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2154,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
169,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
560,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1104,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1689,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2155,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
170,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
561,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1105,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1690,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2156,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
171,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
562,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1107,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1691,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2157,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
172,Homo sapiens,signal,promoting,marker,positive score = enriched = KO confers low reporter expression,llm,auto,reporter,reporter,0
563,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1109,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1692,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2158,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
173,Homo sapiens,signal,promoting,marker,positive score = enriched = KO confers high reporter expression,llm,auto,reporter,reporter,0
564,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1110,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
1693,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2159,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
174,Homo sapiens,signal,none,marker,low reporter expression = activator KO,llm,auto,reporter,reporter,0
565,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1111,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2160,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
175,Homo sapiens,signal,none,marker,positive score = enriched = KO confers high reporter expression,llm,auto,reporter,reporter,0
566,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1112,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1695,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2161,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
176,Homo sapiens,signal,none,marker,low reporter expression = KO targeted an activator,llm,auto,reporter,reporter,0
567,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1113,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1696,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2162,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
177,Homo sapiens,signal,none,marker,positive score = enriched = KO confers high reporter expression,llm,auto,reporter,reporter,0
568,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1114,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1697,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2163,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
178,Homo sapiens,signal,promoting,marker,negative score = depleted = gene required,llm,auto,reporter,reporter,0
569,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2164,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1698,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1115,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
179,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
570,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1119,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
571,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1699,Homo sapiens,in-vivo,none,proliferation,,rule,auto,fitness,fitness,0
2165,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
180,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1121,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1694,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1700,Homo sapiens,in-vivo,none,proliferation,,rule,auto,fitness,fitness,0
2166,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
181,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
572,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1123,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1701,Homo sapiens,in-vivo,none,proliferation,,rule,auto,fitness,fitness,0
2167,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
182,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
573,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1125,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1702,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2168,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
183,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
574,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1132,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1703,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2169,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
184,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
575,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1135,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1704,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2200,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
185,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
576,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1137,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1705,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2201,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
77,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
186,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
577,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1140,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1706,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2202,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
187,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
582,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1142,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1707,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2203,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
188,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
583,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1144,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
1708,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2204,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
189,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
584,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1145,Homo sapiens,metabolic,suppressing,survival,,rule,auto,fitness,stress,1
1709,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2205,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
190,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
585,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1146,Homo sapiens,metabolic,suppressing,survival,,rule,auto,fitness,stress,1
1710,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
586,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
191,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1147,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2206,Homo sapiens,drug,suppressing,marker,,rule,auto,reporter,reporter,0
1712,Homo sapiens,binding,none,binding,"negative score = decreased binding, positive score = increased binding",llm,auto,reporter,reporter,0
587,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1148,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
192,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2207,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1713,Homo sapiens,signal,promoting,proliferation,KO conferred cytokine-independent growth,llm,auto,fitness,stress,1
2208,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
193,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
588,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1149,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1715,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2209,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
194,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
589,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1150,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1718,Homo sapiens,binding,none,binding,negative score = decreased = gene knockdown reduces TFRC levels,llm,auto,reporter,reporter,0
2210,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
195,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
590,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1151,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
1719,Homo sapiens,drug,suppressing,survival,,rule,auto,fitness,stress,1
2212,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
196,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
591,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1153,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1721,Homo sapiens,unknown,UNRESOLVED,UNRESOLVED,,llm-review,needs_review,stress,stress,0
2213,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
197,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
592,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1722,Homo sapiens,drug,suppressing,survival,,rule,auto,fitness,stress,1
1155,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
2214,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
198,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
593,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1159,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1725,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
2215,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
199,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
594,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1160,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
1726,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2216,Homo sapiens,binding,none,marker,positive score = enriched = KO inhibits syncytium formation,llm,auto,reporter,reporter,0
200,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
595,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1161,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
1727,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2217,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
201,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
596,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1162,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
1728,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2218,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
202,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
6,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2220,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1163,Homo sapiens,baseline,none,proliferation,,rule,auto,stress,fitness,1
1729,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
597,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2219,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1164,Homo sapiens,baseline,none,proliferation,,rule,auto,stress,fitness,1
203,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
600,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1730,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
204,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
601,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1165,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1731,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2221,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
5,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
205,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
602,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1166,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1732,Homo sapiens,signal,none,marker,positive regulators of RelA nuclear translocation are enriched (negative Z-score) and negative regulators are depleted (positive Z-score),llm,auto,reporter,reporter,0
2222,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
206,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
603,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1167,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1733,Homo sapiens,signal,none,marker,positive regulators of RelA nuclear translocation are enriched (negative Z-score) and negative regulators are depleted (positive Z-score),llm,auto,reporter,reporter,0
2223,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
207,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
604,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1168,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1735,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2248,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
208,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
611,Homo sapiens,signal,suppressing,survival,resistance to interferon gamma,llm,auto,fitness,stress,1
1169,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1736,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2249,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
209,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1170,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
612,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1737,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2250,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
210,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
613,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1171,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1738,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2251,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
76,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
211,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
614,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1172,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1739,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2252,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
212,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
626,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
1173,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1741,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2253,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
16,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
213,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
627,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1174,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
1742,Homo sapiens,pathogen,suppressing,survival,,rule,auto,stress,stress,0
2254,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
17,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
214,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1176,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1175,Homo sapiens,pathogen,suppressing,marker,,rule,auto,stress,reporter,1
2255,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
628,Homo sapiens,immune,suppressing,survival,,rule,auto,fitness,stress,1
215,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
629,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1743,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
18,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2256,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1744,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
24,Homo sapiens,toxin,suppressing,survival,,rule,auto,stress,stress,0
216,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1177,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
630,Homo sapiens,baseline,none,marker,,rule,auto,reporter,reporter,0
1745,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2257,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1178,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
25,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
217,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
631,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1746,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2258,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1179,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
26,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
218,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
632,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1747,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2259,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1180,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
27,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
219,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
638,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1748,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
2260,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1181,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
28,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
220,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
639,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
1182,Homo sapiens,drug,suppressing,survival,,rule,auto,stress,stress,0
1749,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
2261,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
29,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
221,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
640,Homo sapiens,baseline,none,proliferation,,rule,auto,fitness,fitness,0
