gene,tier,specific,channels,n_cohit,n_cohit_pubs,odds_ratio,cohit_q,spec_enrichment,spec_q,rho,n_coess,coess_q,n_shared_pubs,hit_freq_all,is_core_essential,strength
Etfdh,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,5.52,8.387e-02,0.4547,29,2.333e-01,2,0.068,False,0.4562
Vmn2r28,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,5.91,8.387e-02,0.4372,30,2.487e-01,2,0.0635,False,0.4527
Vmn2r70,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,7.78,8.109e-02,0.3966,29,3.319e-01,2,0.0482,False,0.4446
Trmt10a,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,5.5,8.387e-02,0.3956,29,3.328e-01,2,0.0682,False,0.4444
Gm20747,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,4.12,9.519e-02,0.3773,29,3.673e-01,2,0.0909,False,0.4408
Smtn,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,6.6,8.387e-02,0.3754,29,3.706e-01,2,0.0568,False,0.4404
Chil6,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,11.0,7.477e-02,0.3635,29,3.946e-01,2,0.0341,False,0.438
Tbpl1,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,4.36,9.440e-02,0.3566,30,3.958e-01,2,0.086,False,0.4366
Sms,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,6.38,8.387e-02,0.3397,30,4.316e-01,2,0.0588,False,0.4332
Ostc,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,4.97,9.239e-02,0.3388,30,4.334e-01,2,0.0755,False,0.4331
Cytip,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,8.16,7.826e-02,0.3251,29,4.688e-01,2,0.046,False,0.4303
Tmed4,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,9.47,7.547e-02,0.3232,29,4.717e-01,2,0.0396,False,0.4299
Vmn2r55,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,6.12,8.387e-02,0.3108,29,4.947e-01,2,0.0612,False,0.4275
Cd79b,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,9.56,7.547e-02,0.3099,29,4.972e-01,2,0.0392,False,0.4273
Jmjd1c,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,11.53,7.477e-02,0.2709,29,5.807e-01,2,0.0325,False,0.4195
Serpina1b,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,5.72,8.387e-02,0.2611,29,5.985e-01,2,0.0656,False,0.4175
Itln1,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,4.12,9.519e-02,0.2606,29,5.990e-01,2,0.0909,False,0.4174
Agk,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,5.46,8.387e-02,0.2467,30,6.207e-01,2,0.0686,False,0.4146
Sar1a,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,4.83,9.393e-02,0.2187,29,6.842e-01,2,0.0777,False,0.409
A430005L14Rik,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,6.6,8.387e-02,0.2153,29,6.926e-01,2,0.0568,False,0.4084
Rhcg,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,12.75,7.477e-02,0.1833,29,7.528e-01,2,0.0294,False,0.402
Spata31d1b,Weak,True,co-hit|co-citation|contextual,4,2,20.0,4.943e-02,7.25,7.477e-02,-0.0177,29,9.853e-01,2,0.069,False,0.3986
Atp2b3,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,9.66,7.547e-02,0.1453,29,8.177e-01,2,0.0388,False,0.3944
3110009E18Rik,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,4.88,9.389e-02,0.1409,29,8.234e-01,2,0.0769,False,0.3935
Lck,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,5.52,8.387e-02,0.1389,29,8.281e-01,2,0.068,False,0.3931
Arhgap1,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,11.38,7.477e-02,0.1365,29,8.316e-01,2,0.033,False,0.3926
Sun3,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,10.88,7.477e-02,0.1345,29,8.350e-01,2,0.0345,False,0.3922
Il9r,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,12.75,7.477e-02,0.1333,30,8.331e-01,2,0.0294,False,0.392
Olfr1087,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,10.0,7.547e-02,0.1266,29,8.470e-01,2,0.0375,False,0.3906
1700037C18Rik,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,6.6,8.387e-02,0.1207,29,8.555e-01,2,0.0568,False,0.3894
Hmg20a,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,4.98,9.218e-02,0.1089,29,8.735e-01,2,0.0753,False,0.3871
Zfyve28,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,6.6,8.387e-02,0.1079,29,8.757e-01,2,0.0568,False,0.3869
Tubg2,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,9.38,7.577e-02,0.1049,29,8.780e-01,2,0.04,False,0.3863
Terf2ip,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,5.81,8.387e-02,0.101,29,8.813e-01,2,0.0645,False,0.3855
Pea15a,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,7.73,8.109e-02,0.0966,29,8.884e-01,2,0.0485,False,0.3846
Kctd2,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,9.56,7.547e-02,0.0961,29,8.898e-01,2,0.0392,False,0.3845
Pcdh7,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,9.94,7.547e-02,0.0877,29,8.997e-01,2,0.0377,False,0.3828
Cyp1b1,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,6.44,8.387e-02,0.0813,29,9.077e-01,2,0.0583,False,0.3816
1700024G13Rik,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,11.12,7.477e-02,0.075,30,9.148e-01,2,0.0337,False,0.3803
Ninj2,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,8.16,7.826e-02,0.0631,29,9.307e-01,2,0.046,False,0.3779
4931406P16Rik,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,8.25,7.826e-02,0.0532,30,9.429e-01,2,0.0455,False,0.3759
4933430I17Rik,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,4.82,9.393e-02,0.0517,29,9.462e-01,2,0.0778,False,0.3756
Olfr187,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,10.12,7.547e-02,0.0452,30,9.535e-01,2,0.037,False,0.3743
Csnk1e,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,9.66,7.547e-02,0.031,29,9.688e-01,2,0.0388,False,0.3715
Osmr,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,7.73,8.109e-02,0.0256,29,9.758e-01,2,0.0485,False,0.3704
Zfp292,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,10.12,7.547e-02,0.0232,29,9.780e-01,2,0.037,False,0.3699
Krt14,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,10.88,7.477e-02,0.0143,29,9.875e-01,2,0.0345,False,0.3682
Vmn1r14,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,6.15,8.387e-02,-0.2877,30,5.340e-01,2,0.061,False,0.3653
Lrguk,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,6.67,8.387e-02,-0.0251,29,9.761e-01,2,0.0562,False,0.3653
Gab2,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,8.44,7.826e-02,-0.0692,30,9.209e-01,2,0.0444,False,0.3653
Ugt2a2,Weak,True,co-hit|co-citation|contextual,3,2,28.778,4.943e-02,9.09,7.674e-02,-0.2608,25,6.434e-01,2,0.0472,False,0.3653
Enpep,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,7.65,8.109e-02,-0.034,29,9.659e-01,2,0.049,False,0.3653
Arhgef9,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,5.56,8.387e-02,-0.2197,29,6.820e-01,2,0.0674,False,0.3653
Olfr506,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,7.5,8.109e-02,-0.3379,29,4.439e-01,2,0.05,False,0.3653
Sox9,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,10.03,7.547e-02,-0.0171,30,9.855e-01,2,0.0374,False,0.3653
Pou4f2,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,4.71,9.400e-02,-0.1034,29,8.795e-01,2,0.0795,False,0.3653
Ptk2,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,6.62,8.387e-02,-0.1015,29,8.811e-01,2,0.0566,False,0.3653
Tbc1d7,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,8.53,7.826e-02,-0.1084,29,8.744e-01,2,0.044,False,0.3653
Txndc5,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,12.62,7.477e-02,-0.165,29,7.844e-01,2,0.0297,False,0.3653
Hps3,Weak,True,co-hit|co-citation|contextual,3,2,28.636,4.943e-02,5.69,8.387e-02,-0.0492,30,9.481e-01,2,0.0659,False,0.3653
Zfp644,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,5.56,8.387e-02,-0.0039,29,9.968e-01,2,0.0674,False,0.3653
Nhlh1,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,4.31,9.440e-02,-0.1409,29,8.234e-01,2,0.087,False,0.3653
Kcnj12,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,9.47,7.547e-02,-0.0783,29,9.118e-01,2,0.0396,False,0.3653
Tbc1d8b,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,8.16,7.826e-02,-0.0153,29,9.872e-01,2,0.046,False,0.3653
Cxcl14,Weak,True,co-hit|co-citation|contextual,3,2,27.364,4.943e-02,4.93,9.340e-02,-0.101,29,8.813e-01,2,0.0761,False,0.3653
Pkp4,Weak,True,co-hit|co-essentiality|contextual,3,1,12.0,9.993e-02,6.67,8.387e-02,0.6665,29,3.883e-02,1,0.0562,False,0.3833
Dck,Weak,True,co-essentiality|co-citation|contextual,1,1,3.0,,2.21,,0.717,30,1.382e-02,2,0.0566,False,0.3267
Olfr328,Weak,True,co-essentiality|contextual,1,1,8.6,,10.38,,0.6635,29,4.083e-02,1,0.012,False,0.266
Ube2d2a,Weak,True,co-essentiality|contextual,1,1,8.6,,4.08,,0.6567,29,4.578e-02,1,0.0306,False,0.2647
Rps15a,Weak,False,co-hit|co-essentiality|co-citation|contextual,7,7,66.5,6.620e-03,1.81,1.028e-01,0.5192,29,1.540e-01,7,0.4286,True,0.8128
Pold1,Weak,False,co-hit|co-essentiality|co-citation|contextual,7,7,35.0,1.024e-02,1.8,1.054e-01,0.5056,31,1.514e-01,7,0.4326,False,0.8006
Rpl37a,Weak,False,co-hit|co-essentiality|co-citation|contextual,7,7,29.75,1.141e-02,1.6,1.349e-01,0.5309,28,1.506e-01,7,0.4857,True,0.8033
Rplp0,Weak,False,co-hit|co-citation|contextual,7,7,21.0,1.717e-02,1.69,1.187e-01,0.4914,30,1.750e-01,7,0.4595,False,0.7865
Rps11,Weak,False,co-hit|co-citation|contextual,7,7,18.667,2.139e-02,1.7,1.171e-01,0.4663,28,2.255e-01,7,0.4568,True,0.7768
Pes1,Weak,False,co-hit|co-citation|contextual,7,7,15.75,2.202e-02,1.85,1.015e-01,0.3149,31,4.674e-01,7,0.4205,False,0.7458
Actr2,Weak,False,co-hit|co-citation|contextual,7,7,15.75,2.202e-02,1.81,1.030e-01,0.2242,31,6.607e-01,7,0.4299,False,0.7277
Dbr1,Weak,False,co-hit|co-citation|contextual,7,7,11.9,3.469e-02,1.83,1.024e-01,0.4714,31,1.918e-01,7,0.4239,False,0.7673
Rpl23a,Weak,False,co-hit|co-citation|contextual,7,7,11.2,4.234e-02,1.8,1.049e-01,0.4999,30,1.630e-01,7,0.4321,True,0.7686
Mfap1b,Weak,False,co-hit|co-citation|contextual,7,7,10.5,4.891e-02,1.78,1.088e-01,0.3818,29,3.581e-01,7,0.4375,False,0.7419
Ccnf,Weak,False,co-hit|co-citation|contextual,6,6,79.857,6.233e-03,2.04,1.037e-01,0.4781,30,1.923e-01,6,0.3269,False,0.8059
Wrb,Weak,False,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,2.1,1.014e-01,0.3774,31,3.426e-01,6,0.3173,False,0.7857
Eif2b5,Weak,False,co-hit|co-citation|contextual,6,6,79.857,6.233e-03,1.96,1.111e-01,0.3126,30,4.823e-01,7,0.3404,False,0.7728
Med11,Weak,False,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,1.98,1.111e-01,0.229,31,6.510e-01,6,0.3368,False,0.7561
Vps29,Weak,False,co-hit|co-citation|contextual,6,6,83.571,6.233e-03,1.63,1.658e-01,-0.0907,31,8.919e-01,6,0.4095,False,0.7103
Cdc16,Weak,False,co-hit|co-citation|contextual,6,6,76.143,6.737e-03,2.04,1.037e-01,0.2961,29,5.274e-01,6,0.3269,False,0.7678
Snrpd1,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,42.0,1.047e-02,1.96,1.111e-01,0.6101,31,5.760e-02,6,0.3404,True,0.821
Rpl34,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,42.0,1.047e-02,1.58,1.805e-01,0.5016,31,1.545e-01,6,0.4225,True,0.7993
Rpl12,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.96,1.111e-01,0.4907,31,1.644e-01,6,0.3407,True,0.7971
Paf1,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.06,1.024e-01,0.4496,31,2.181e-01,6,0.3229,False,0.7889
Asna1,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.08,1.024e-01,0.4323,31,2.468e-01,6,0.3208,False,0.7855
Ints9,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.09,1.024e-01,0.4319,31,2.470e-01,6,0.3196,False,0.7854
Cenpa,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.06,1.024e-01,0.4315,31,2.471e-01,6,0.3232,False,0.7853
Pwp1,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.08,1.024e-01,0.3746,31,3.457e-01,6,0.3204,False,0.7739
Utp23,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.94,1.125e-01,0.3738,31,3.472e-01,6,0.3444,False,0.7738
Ppp4c,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.67,1.545e-01,0.3661,31,3.655e-01,6,0.3986,False,0.7722
Aqr,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.84,1.261e-01,0.3613,31,3.753e-01,7,0.3626,False,0.7713
Ccdc94,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.07,1.024e-01,0.3391,31,4.225e-01,6,0.3218,False,0.7668
Hars,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.1,1.014e-01,0.3238,31,4.502e-01,6,0.3173,False,0.7638
Dctn2,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.88,1.188e-01,0.3185,31,4.607e-01,6,0.3548,False,0.7627
Exosc2,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.87,1.206e-01,0.3185,31,4.607e-01,6,0.3571,False,0.7627
Rps27rt,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.83,1.271e-01,0.2363,31,6.362e-01,6,0.3636,True,0.7463
Rsl1d1,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.8,1.311e-01,0.2331,31,6.428e-01,6,0.3696,False,0.7456
Banf1,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.8,1.311e-01,0.2286,31,6.514e-01,7,0.3696,False,0.7447
Utp11,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.98,1.111e-01,0.2024,31,7.036e-01,6,0.3368,False,0.7395
Pop7,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.02,1.061e-01,0.1794,31,7.469e-01,6,0.3303,False,0.7349
Rpa3,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,2.1,1.015e-01,0.1448,31,8.105e-01,6,0.3178,True,0.728
1110004E09Rik,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.89,1.180e-01,0.1435,31,8.125e-01,6,0.3523,False,0.7277
Ndc80,Weak,False,co-hit|co-citation|contextual,6,6,42.0,1.047e-02,1.94,1.125e-01,0.0431,31,9.546e-01,6,0.3444,False,0.7076
Eif4a1,Weak,False,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,1.7,1.481e-01,0.4278,30,2.643e-01,6,0.3913,False,0.7834
Narfl,Weak,False,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,1.73,1.410e-01,0.3442,30,4.230e-01,6,0.3846,False,0.7666
Ankrd49,Weak,False,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.0,1.088e-01,0.337,30,4.364e-01,6,0.3333,False,0.7652
Pcna,Weak,False,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,1.46,2.255e-01,0.3161,30,4.751e-01,6,0.4559,True,0.761
Eif3m,Weak,False,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.04,1.028e-01,0.2966,30,5.163e-01,6,0.3261,False,0.7571
Polr2l,Weak,False,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,1.98,1.111e-01,0.2659,30,5.816e-01,6,0.3366,False,0.751
U2af1,Weak,False,co-hit|co-citation|contextual,6,6,40.0,1.106e-02,2.0,1.088e-01,0.2085,30,6.987e-01,6,0.3333,False,0.7395
Polr2h,Weak,False,co-hit|co-citation|contextual,6,6,38.0,1.333e-02,2.04,1.037e-01,0.4158,29,2.967e-01,6,0.3269,False,0.7769
Rps16,Weak,False,co-hit|co-citation|contextual,6,6,38.0,1.333e-02,1.91,1.155e-01,0.4015,29,3.236e-01,6,0.3483,True,0.7741
Psma5,Weak,False,co-hit|co-citation|contextual,6,6,38.0,1.333e-02,2.0,1.088e-01,0.3616,29,3.986e-01,6,0.3333,True,0.7661
Prpf4,Weak,False,co-hit|co-citation|contextual,6,6,38.0,1.333e-02,1.88,1.188e-01,0.3399,29,4.407e-01,6,0.3548,False,0.7617
Imp3,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,20.0,1.990e-02,1.83,1.280e-01,0.5754,31,8.439e-02,6,0.3647,False,0.8001
Sf3b5,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.05,1.028e-01,0.4722,31,1.909e-01,7,0.3258,False,0.7795
Rps10,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.02,1.061e-01,0.4714,31,1.918e-01,6,0.3297,True,0.7793
Ciao1,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.0,1.088e-01,0.4625,31,2.008e-01,7,0.3333,False,0.7776
Magoh,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.93,1.129e-01,0.4581,31,2.046e-01,6,0.3448,False,0.7767
Rbm22,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.86,1.213e-01,0.4516,31,2.147e-01,6,0.3579,False,0.7754
Cenpw,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.91,1.155e-01,0.4367,31,2.404e-01,6,0.3483,False,0.7724
Mak16,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.98,1.111e-01,0.4161,31,2.730e-01,6,0.337,False,0.7683
C330021F23Rik,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.07,1.024e-01,0.4141,31,2.757e-01,6,0.322,False,0.7679
Dnm2,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.81,1.304e-01,0.4028,31,2.962e-01,6,0.3679,False,0.7656
Hnrnpu,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.77,1.349e-01,0.3859,31,3.281e-01,6,0.3774,False,0.7622
Brf1,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.94,1.118e-01,0.3806,31,3.359e-01,6,0.3438,False,0.7612
Rpl7a,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.96,1.111e-01,0.379,31,3.391e-01,6,0.3404,True,0.7609
Cdc37,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.9,1.172e-01,0.3407,31,4.191e-01,7,0.3511,False,0.7532
Rps17,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.47,2.219e-01,0.3371,31,4.251e-01,6,0.4533,True,0.7525
Wee1,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.02,1.061e-01,0.331,31,4.367e-01,7,0.3302,False,0.7513
Rplp1,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.87,1.200e-01,0.3242,31,4.490e-01,6,0.3563,False,0.7499
Ddx54,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.88,1.188e-01,0.3238,31,4.502e-01,7,0.3545,False,0.7498
Ppan,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.78,1.326e-01,0.3069,31,4.828e-01,7,0.375,False,0.7464
Hnrnpk,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.94,1.118e-01,0.3065,31,4.834e-01,6,0.3438,False,0.7464
Atp6v1b2,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.02,1.061e-01,0.3012,31,4.937e-01,6,0.3302,False,0.7453
Atp6v1g1,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,2.06,1.024e-01,0.2956,31,5.071e-01,7,0.3235,False,0.7442
Eef1a1,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.92,1.155e-01,0.2843,31,5.311e-01,7,0.3478,False,0.7419
Nup205,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.8,1.311e-01,0.2754,31,5.505e-01,6,0.3696,True,0.7401
Pwp2,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.8,1.311e-01,0.2657,31,5.718e-01,6,0.3696,False,0.7382
Pnn,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.98,1.111e-01,0.2198,31,6.666e-01,6,0.3368,False,0.729
Mis18a,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.98,1.111e-01,0.2024,31,7.036e-01,6,0.3368,False,0.7255
Hspa8,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.82,1.287e-01,0.1887,31,7.293e-01,6,0.3654,False,0.7228
Erh,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.87,1.193e-01,0.1843,31,7.380e-01,6,0.3556,False,0.7219
Ncl,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.85,1.245e-01,0.1746,31,7.590e-01,8,0.3608,False,0.72
Bub3,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.87,1.193e-01,0.1653,31,7.740e-01,6,0.3556,False,0.7181
Tbl3,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.81,1.309e-01,0.1157,31,8.565e-01,6,0.3684,False,0.7082
Med8,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.83,1.278e-01,0.1089,31,8.680e-01,6,0.3646,False,0.7068
C130026I21Rik,Weak,False,co-hit|co-citation|contextual,6,6,20.0,1.990e-02,1.78,1.320e-01,-0.048,31,9.483e-01,6,0.3735,False,0.6851
Crnkl1,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,19.0,2.139e-02,1.86,1.220e-01,0.5386,30,1.275e-01,6,0.3587,False,0.7912
Rps29,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,24.0,2.139e-02,1.6,1.614e-01,0.5371,26,1.607e-01,6,0.4675,True,0.7909
Rps21,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,19.0,2.139e-02,1.94,1.125e-01,0.5097,30,1.545e-01,6,0.3444,True,0.7854
Haus7,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,19.0,2.139e-02,1.9,1.172e-01,0.5079,30,1.570e-01,6,0.3511,False,0.7851
Rpl38,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.62,1.691e-01,0.4941,30,1.719e-01,7,0.4118,True,0.7823
Taf1c,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.02,1.061e-01,0.4937,30,1.719e-01,6,0.3298,False,0.7822
Sec61a1,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.96,1.111e-01,0.4857,30,1.821e-01,6,0.3407,False,0.7806
Yrdc,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.9,1.177e-01,0.479,30,1.918e-01,6,0.3516,False,0.7793
Rps14,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.81,1.304e-01,0.463,30,2.097e-01,7,0.3678,True,0.7761
Dtymk,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.84,1.251e-01,0.4616,30,2.117e-01,6,0.3619,False,0.7758
Sars2,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.08,1.024e-01,0.4603,30,2.130e-01,6,0.3208,False,0.7756
Psmd3,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.94,1.125e-01,0.4554,30,2.197e-01,6,0.3444,True,0.7746
Rfc2,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.0,1.088e-01,0.4456,30,2.374e-01,6,0.3333,False,0.7726
Dkc1,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.86,1.226e-01,0.434,30,2.548e-01,6,0.3592,False,0.7703
Cdc73,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.06,1.026e-01,0.4229,30,2.730e-01,7,0.3243,False,0.7681
Utp4,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.82,1.295e-01,0.3931,30,3.269e-01,7,0.3667,False,0.7621
Nmd3,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.02,1.061e-01,0.382,30,3.451e-01,6,0.3297,False,0.7599
Wdr77,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.96,1.060e-01,0.3628,30,3.831e-01,8,0.383,False,0.7561
Rrp12,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.94,1.122e-01,0.3357,30,4.385e-01,6,0.3441,False,0.7506
Wdr1,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,2.05,1.028e-01,0.3019,30,5.037e-01,6,0.3258,False,0.7439
