gene,tier,specific,channels,n_cohit,n_cohit_pubs,odds_ratio,cohit_q,spec_enrichment,spec_q,rho,n_coess,coess_q,n_shared_pubs,hit_freq_all,is_core_essential,strength
Rpl10a,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.89,1.180e-01,0.2102,30,6.958e-01,6,0.3523,True,0.7255
Fau,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.54,1.959e-01,0.1755,30,7.632e-01,6,0.4342,False,0.7186
Rbm25,Weak,False,co-hit|co-citation|contextual,6,6,19.0,2.139e-02,1.64,1.624e-01,0.1711,30,7.699e-01,6,0.4066,False,0.7177
Dhfr,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,18.0,2.298e-02,1.94,1.117e-01,0.5227,29,1.506e-01,6,0.3429,False,0.7865
Rps23,Weak,False,co-hit|co-citation|contextual,6,6,18.0,2.298e-02,1.91,1.111e-01,0.4433,29,2.512e-01,6,0.3929,True,0.7706
Prelid3b,Weak,False,co-hit|co-citation|contextual,6,6,18.0,2.298e-02,1.9,1.177e-01,0.4424,29,2.532e-01,6,0.3516,False,0.7704
Rpl26,Weak,False,co-hit|co-citation|contextual,6,6,18.0,2.298e-02,1.55,1.908e-01,0.3926,29,3.369e-01,6,0.4306,True,0.7605
Rps6,Weak,False,co-hit|co-citation|contextual,6,6,18.0,2.298e-02,1.79,1.317e-01,0.3842,29,3.512e-01,7,0.3729,True,0.7588
Rps4x,Weak,False,co-hit|co-citation|contextual,6,6,16.0,3.198e-02,1.61,1.589e-01,0.4554,27,2.571e-01,6,0.4648,True,0.7658
Vprbp,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,12.667,3.329e-02,2.1,1.015e-01,0.5923,31,6.490e-02,6,0.3178,False,0.7923
Nrf1,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.88,1.188e-01,0.4754,31,1.868e-01,6,0.3548,False,0.769
Nsa2,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.58,1.805e-01,0.4726,31,1.906e-01,6,0.4225,False,0.7684
Rps27,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.35,2.843e-01,0.4694,31,1.949e-01,7,0.493,True,0.7678
Rpl32,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.47,2.200e-01,0.4536,31,2.121e-01,6,0.4521,True,0.7646
Chaf1b,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.99,1.110e-01,0.4383,31,2.374e-01,6,0.3357,False,0.7615
Cfap20,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.87,1.193e-01,0.4153,31,2.737e-01,6,0.3556,False,0.7569
Mcm3,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.02,1.061e-01,0.4044,31,2.935e-01,6,0.3303,False,0.7548
Ubl5,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.71,1.454e-01,0.3996,31,3.016e-01,6,0.3889,False,0.7538
Prmt1,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.9,1.176e-01,0.3972,31,3.063e-01,6,0.3514,False,0.7533
Eef2,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.02,1.061e-01,0.3931,31,3.148e-01,7,0.3303,False,0.7525
Mphosph10,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.82,1.295e-01,0.3819,31,3.335e-01,6,0.3667,False,0.7503
Yae1d1,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.88,1.188e-01,0.3758,31,3.451e-01,7,0.3548,False,0.749
Rpl27,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.85,1.241e-01,0.3698,31,3.567e-01,6,0.3605,True,0.7478
Esf1,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.92,1.155e-01,0.3677,31,3.613e-01,6,0.3478,False,0.7474
Las1l,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.81,1.309e-01,0.3613,31,3.753e-01,6,0.3684,False,0.7461
Hist1h3g,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.83,1.271e-01,0.3387,31,4.230e-01,7,0.3636,False,0.7416
Rad51,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.07,1.024e-01,0.3214,31,4.550e-01,7,0.3217,False,0.7382
Sf3a3,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.92,1.155e-01,0.3177,31,4.627e-01,7,0.3478,False,0.7374
Rack1,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.72,1.450e-01,0.2988,31,4.983e-01,7,0.3883,False,0.7336
Rpl3,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.93,1.137e-01,0.2859,31,5.275e-01,6,0.3457,True,0.7311
Zpr1,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.8,1.312e-01,0.281,31,5.383e-01,6,0.3711,False,0.7301
Nop10,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,2.05,1.028e-01,0.2226,31,6.639e-01,7,0.3258,False,0.7184
Srsf2,Weak,False,co-hit|co-citation|contextual,6,6,12.667,3.329e-02,1.98,1.111e-01,0.2202,31,6.657e-01,6,0.3368,False,0.7179
Psma4,Weak,False,co-hit|co-citation|contextual,6,6,15.0,3.703e-02,1.87,1.206e-01,0.3368,26,4.822e-01,6,0.3571,True,0.7389
Rps2,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,12.0,3.889e-02,1.67,1.556e-01,0.6218,30,5.659e-02,7,0.4,True,0.7949
Snrpa1,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,6,12.0,3.889e-02,1.96,1.111e-01,0.5502,30,1.125e-01,6,0.3404,False,0.7805
Tubb5,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,1.77,1.335e-01,0.4781,30,1.923e-01,6,0.3762,False,0.7661
Polr2g,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,2.08,1.024e-01,0.4701,30,2.008e-01,6,0.3208,False,0.7645
Grwd1,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,1.95,1.115e-01,0.4679,30,2.018e-01,8,0.3426,False,0.7641
Bms1,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,1.91,1.155e-01,0.386,30,3.369e-01,6,0.3483,False,0.7477
Mdn1,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,1.79,1.314e-01,0.3829,30,3.446e-01,7,0.3723,False,0.7471
Cdipt,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,2.0,1.088e-01,0.3651,30,3.782e-01,6,0.3333,False,0.7435
Rpl18,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,1.74,1.402e-01,0.3584,30,3.929e-01,7,0.3837,True,0.7422
Rpl35a,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,1.78,1.321e-01,0.3424,30,4.256e-01,7,0.3736,True,0.739
Rps5,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,1.94,1.125e-01,0.3099,30,4.877e-01,6,0.3444,True,0.7325
Gm17019,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,2.0,1.088e-01,0.2529,30,6.057e-01,6,0.3333,False,0.7211
Kpnb1,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,1.96,1.111e-01,0.2325,30,6.519e-01,6,0.3398,False,0.717
Rrm1,Weak,False,co-hit|co-citation|contextual,6,6,12.0,3.889e-02,1.92,1.147e-01,0.1012,30,8.796e-01,6,0.3469,True,0.6907
Rpl14,Weak,False,co-hit|co-citation|contextual,6,6,11.333,4.753e-02,1.59,1.783e-01,0.4443,29,2.487e-01,7,0.4205,True,0.755
Rpl5,Weak,False,co-hit|co-citation|contextual,6,6,11.333,4.753e-02,1.48,2.161e-01,0.2473,29,6.314e-01,6,0.4493,True,0.7156
Fam50a,Weak,False,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,1.98,1.111e-01,0.4843,31,1.750e-01,6,0.3368,False,0.7622
Hspd1,Weak,False,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,2.11,1.010e-01,0.4452,31,2.241e-01,7,0.3165,False,0.7543
Cenpo,Weak,False,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,1.79,1.314e-01,0.4367,31,2.404e-01,6,0.3723,False,0.7526
Ddx21,Weak,False,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,2.08,1.024e-01,0.429,31,2.514e-01,6,0.3211,False,0.7511
Dhps,Weak,False,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,1.65,1.591e-01,0.3935,31,3.140e-01,8,0.4037,False,0.744
Rps8,Weak,False,co-hit|co-citation|contextual,6,6,10.667,4.943e-02,1.56,1.852e-01,0.3782,28,3.782e-01,6,0.4267,True,0.7409
Krr1,Weak,False,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,1.72,1.435e-01,0.3391,31,4.225e-01,7,0.3871,False,0.7331
Lsm3,Weak,False,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,1.76,1.357e-01,0.3222,31,4.531e-01,7,0.3789,False,0.7297
Pdcd2,Weak,False,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,2.1,1.014e-01,0.2956,31,5.071e-01,7,0.3175,False,0.7244
Actr3,Weak,False,co-hit|co-citation|contextual,6,6,9.0,4.943e-02,1.91,1.162e-01,0.2871,31,5.254e-01,6,0.3491,False,0.7227
Dolk,Weak,False,co-hit|co-citation|contextual,6,5,83.571,6.233e-03,2.08,1.024e-01,0.3423,31,4.143e-01,5,0.3208,False,0.7787
Mrps18a,Weak,False,co-hit|co-citation|contextual,6,5,42.0,1.047e-02,2.07,1.024e-01,0.4996,31,1.577e-01,5,0.3226,True,0.7989
Tmem199,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,67.571,1.047e-02,2.4,1.004e-01,0.5374,29,1.394e-01,6,0.2609,False,0.7732
Snip1,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,55.0,1.047e-02,1.72,1.823e-01,0.5302,31,1.276e-01,5,0.3226,False,0.7717
Hnrnpc,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,55.0,1.047e-02,2.04,1.305e-01,0.5125,31,1.487e-01,5,0.2717,False,0.7682
Pnkp,Weak,False,co-hit|co-citation|contextual,5,5,67.571,1.047e-02,2.15,1.146e-01,0.4852,29,1.934e-01,6,0.2908,False,0.7627
Vmp1,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.68,1.928e-01,0.4746,31,1.875e-01,5,0.3298,False,0.7606
Impdh2,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.82,1.603e-01,0.4673,31,1.980e-01,6,0.3048,False,0.7591
Copz1,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.08,1.256e-01,0.427,31,2.550e-01,6,0.2667,False,0.7511
Gtf2e2,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.02,1.314e-01,0.4016,31,2.967e-01,5,0.2747,False,0.746
Rtfdc1,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.78,1.696e-01,0.3923,31,3.149e-01,5,0.3118,False,0.7441
Polr2f,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.06,1.284e-01,0.3407,31,4.191e-01,5,0.2692,False,0.7338
Gtf3a,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.11,1.217e-01,0.3302,31,4.380e-01,5,0.2632,False,0.7317
Rrp36,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.09,1.251e-01,0.3198,31,4.587e-01,5,0.266,False,0.7296
Tmx2,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.96,1.373e-01,0.2984,31,4.999e-01,5,0.283,False,0.7254
Psmd8,Weak,False,co-hit|co-citation|contextual,5,5,67.571,1.047e-02,1.92,1.390e-01,0.2749,29,5.723e-01,6,0.3261,True,0.7207
Zfp830,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.17,1.163e-01,0.2694,31,5.641e-01,5,0.2556,False,0.7196
Srbd1,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.91,1.453e-01,0.2641,31,5.750e-01,5,0.2903,False,0.7185
Cenpe,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.45,1.007e-01,0.2306,31,6.466e-01,5,0.2264,False,0.7118
Trappc1,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.94,1.402e-01,0.2266,31,6.562e-01,5,0.2857,False,0.711
Uso1,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.26,1.111e-01,0.2181,31,6.700e-01,5,0.2453,False,0.7093
A530032D15Rik,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.69,1.911e-01,0.1859,31,7.345e-01,5,0.3286,False,0.7029
Ska1,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.3,1.092e-01,0.1625,31,7.795e-01,5,0.2418,False,0.6982
Isca2,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.8,1.650e-01,0.1605,31,7.833e-01,5,0.3085,False,0.6978
Cog3,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,2.12,1.206e-01,0.1165,31,8.555e-01,5,0.2621,False,0.689
Pole2,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.28,3.734e-01,0.1097,31,8.664e-01,5,0.4336,False,0.6876
Fxn,Weak,False,co-hit|co-citation|contextual,5,5,55.0,1.047e-02,1.7,1.886e-01,0.0673,31,9.222e-01,5,0.3271,False,0.6791
Ss18l2,Weak,False,co-hit|co-citation|contextual,5,5,67.571,1.047e-02,1.83,1.531e-01,-0.0315,29,9.688e-01,5,0.3407,False,0.6657
Exosc5,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,52.556,1.106e-02,2.22,1.118e-01,0.5818,30,8.587e-02,5,0.25,False,0.7808
Gm6460,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,52.556,1.106e-02,2.18,1.162e-01,0.5653,30,9.867e-02,5,0.2553,False,0.7775
Mthfd1,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,52.556,1.106e-02,1.84,1.568e-01,0.5088,30,1.556e-01,5,0.3019,False,0.7662
Gosr2,Weak,False,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,2.43,1.019e-01,0.4327,30,2.570e-01,5,0.2286,False,0.751
Anapc10,Weak,False,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,2.06,1.284e-01,0.4051,30,3.031e-01,5,0.2692,False,0.7455
Ddx24,Weak,False,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,2.22,1.118e-01,0.3873,30,3.359e-01,5,0.25,False,0.7419
Wars,Weak,False,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,2.07,1.277e-01,0.3811,30,3.454e-01,5,0.2685,False,0.7407
Atp1a1,Weak,False,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,2.22,1.118e-01,0.2961,30,5.172e-01,5,0.25,False,0.7237
Rpl27a,Weak,False,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,1.65,2.030e-01,0.2512,30,6.100e-01,5,0.3372,True,0.7147
Eif3b,Weak,False,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,2.0,1.323e-01,0.232,30,6.527e-01,5,0.2778,False,0.7109
Pi4kb,Weak,False,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,2.12,1.204e-01,0.1991,30,7.161e-01,5,0.2617,False,0.7043
Ndufb11,Weak,False,co-hit|co-citation|contextual,5,5,52.556,1.106e-02,1.99,1.335e-01,0.1297,30,8.374e-01,5,0.2788,False,0.6904
Eif2s1,Weak,False,co-hit|co-citation|contextual,5,5,50.111,1.311e-02,1.65,2.030e-01,0.364,29,3.946e-01,5,0.3371,False,0.7336
Atp5d,Weak,False,co-hit|co-citation|contextual,5,5,50.111,1.311e-02,1.99,1.335e-01,0.2296,29,6.649e-01,5,0.2788,False,0.7067
Farsa,Weak,False,co-hit|co-citation|contextual,5,5,50.111,1.311e-02,2.08,1.256e-01,0.2034,29,7.148e-01,5,0.2667,False,0.7015
Snu13,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,5,20.0,1.990e-02,1.74,1.395e-01,0.5423,31,1.124e-01,6,0.3827,False,0.7935
Sec13,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,5,20.0,1.990e-02,2.08,1.024e-01,0.5359,31,1.207e-01,5,0.3208,True,0.7922
Snapc4,Weak,False,co-hit|co-citation|contextual,6,5,20.0,1.990e-02,1.96,1.111e-01,0.4786,31,1.810e-01,5,0.3402,False,0.7808
Ctu2,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,35.0,1.990e-02,2.26,1.077e-01,0.6396,30,5.157e-02,5,0.2766,False,0.7796
Mrpl57,Weak,False,co-hit|co-citation|contextual,6,5,20.0,1.990e-02,1.92,1.149e-01,0.4435,31,2.255e-01,5,0.3474,True,0.7738
Thg1l,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,35.0,1.990e-02,2.09,1.188e-01,0.5435,30,1.213e-01,5,0.299,False,0.7604
Ngdn,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,35.0,1.990e-02,2.0,1.304e-01,0.5341,30,1.328e-01,6,0.3118,False,0.7585
Brf2,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,35.0,1.990e-02,2.18,1.118e-01,0.5164,30,1.505e-01,7,0.2874,False,0.755
Med31,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,35.0,1.990e-02,2.4,1.004e-01,0.5146,30,1.506e-01,5,0.2609,False,0.7546
Tufm,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.01,1.295e-01,0.4523,30,2.241e-01,5,0.3107,False,0.7422
Pggt1b,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,1.67,1.908e-01,0.4509,30,2.255e-01,5,0.375,False,0.7419
Hist1h2ao,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.12,1.164e-01,0.4505,30,2.259e-01,5,0.2941,False,0.7418
Letm1,Weak,False,co-hit|co-citation|contextual,6,5,20.0,1.990e-02,2.07,1.024e-01,0.2722,31,5.584e-01,5,0.3226,False,0.7395
Polr1a,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.19,1.111e-01,0.4109,30,2.935e-01,5,0.2857,False,0.7339
Rpl7l1,Weak,False,co-hit|co-citation|contextual,5,5,33.333,1.990e-02,1.84,1.529e-01,0.402,29,3.226e-01,6,0.3404,True,0.7321
Cenpp,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.19,1.111e-01,0.3998,30,3.148e-01,5,0.2857,False,0.7317
Pgam1,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,1.92,1.384e-01,0.3918,30,3.284e-01,6,0.3256,False,0.7301
Zmat2,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.11,1.182e-01,0.3495,30,4.119e-01,6,0.2967,False,0.7216
Fbxo5,Weak,False,co-hit|co-citation|contextual,5,5,33.333,1.990e-02,2.19,1.111e-01,0.3453,29,4.328e-01,6,0.2857,False,0.7208
C1d,Weak,False,co-hit|co-citation|contextual,5,5,33.333,1.990e-02,2.16,1.126e-01,0.3419,29,4.379e-01,5,0.2889,False,0.7201
Mphosph6,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,1.99,1.311e-01,0.3379,30,4.344e-01,6,0.3146,False,0.7193
Pgk1,Weak,False,co-hit|co-citation|contextual,5,5,33.333,1.990e-02,1.91,1.395e-01,0.3345,29,4.517e-01,6,0.3267,False,0.7186
Med26,Weak,False,co-hit|co-citation|contextual,5,5,33.333,1.990e-02,1.48,2.569e-01,0.2847,29,5.506e-01,6,0.4222,False,0.7087
Wbp11,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,1.9,1.421e-01,0.2285,30,6.595e-01,5,0.3297,False,0.6974
Mis12,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.34,1.024e-01,0.2222,30,6.697e-01,5,0.2667,False,0.6962
Rpp30,Weak,False,co-hit|co-citation|contextual,5,5,35.0,1.990e-02,2.38,1.013e-01,0.212,30,6.906e-01,5,0.2621,False,0.6941
Timm50,Weak,False,co-hit|co-essentiality|co-citation|contextual,6,5,19.0,2.139e-02,1.95,1.067e-01,0.6174,30,5.760e-02,5,0.3846,False,0.807
Atp5a1,Weak,False,co-hit|co-citation|contextual,6,5,19.0,2.139e-02,1.91,1.162e-01,0.4194,30,2.777e-01,5,0.3495,False,0.7674
Taf6,Weak,False,co-hit|co-citation|contextual,5,5,31.667,2.139e-02,2.38,1.017e-01,0.2469,28,6.418e-01,5,0.2632,False,0.6995
Hdac3,Weak,False,co-hit|co-citation|contextual,5,5,31.667,2.139e-02,1.86,1.494e-01,0.2343,28,6.644e-01,6,0.3362,False,0.697
Zfp984,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,26.25,2.298e-02,2.36,1.033e-01,0.629,31,5.165e-02,5,0.2353,False,0.7744
Gm5796,Weak,False,co-hit|co-essentiality|co-citation|contextual,5,5,26.25,2.298e-02,2.28,1.111e-01,0.5806,31,7.967e-02,5,0.2439,False,0.7647
Naca,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.61,2.131e-01,0.4964,31,1.594e-01,5,0.3441,False,0.7479
Exosc9,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.97,1.357e-01,0.4871,31,1.715e-01,5,0.2816,False,0.746
Polr3b,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.86,1.544e-01,0.4778,31,1.829e-01,6,0.2991,False,0.7442
Actr10,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.78,1.696e-01,0.4657,31,1.998e-01,6,0.3118,False,0.7417
Txn1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.78,1.693e-01,0.4629,31,2.008e-01,5,0.3113,False,0.7412
Nup155,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.38,1.026e-01,0.4617,31,2.008e-01,5,0.2336,True,0.7409
Hist1h3b,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.26,1.111e-01,0.4617,31,2.008e-01,5,0.2453,False,0.7409
Psma2,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.62,2.115e-01,0.4609,31,2.008e-01,5,0.3431,True,0.7408
Xrcc2,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.29,1.106e-01,0.4472,31,2.221e-01,5,0.2429,False,0.738
Dnajc11,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.35,1.042e-01,0.4452,31,2.241e-01,5,0.2364,False,0.7376
Nvl,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.87,1.535e-01,0.419,31,2.679e-01,5,0.2979,False,0.7324
Aatf,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.86,1.543e-01,0.4097,31,2.841e-01,5,0.299,False,0.7305
Nop9,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.87,1.526e-01,0.4004,31,2.997e-01,5,0.2967,False,0.7287
Tomm40,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.6,2.165e-01,0.3927,31,3.148e-01,5,0.3462,False,0.7271
Trmt61a,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.77,1.725e-01,0.3915,31,3.165e-01,5,0.3143,False,0.7269
Ndufab1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.65,2.021e-01,0.3839,31,3.315e-01,5,0.3364,False,0.7254
Ddx19a,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.06,1.284e-01,0.3823,31,3.331e-01,5,0.2692,False,0.7251
Pcid2,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.77,1.724e-01,0.3782,31,3.407e-01,5,0.314,False,0.7242
Noc4l,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.98,1.357e-01,0.3718,31,3.512e-01,5,0.2812,False,0.723
Actr6,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.98,1.349e-01,0.3669,31,3.637e-01,5,0.2804,False,0.722
Orc1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.8,1.660e-01,0.3613,31,3.753e-01,6,0.3093,False,0.7209
Hus1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.15,1.187e-01,0.3556,31,3.854e-01,5,0.2587,False,0.7197
Trappc8,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.08,1.256e-01,0.3282,31,4.412e-01,5,0.2667,False,0.7142
Ndor1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.9,1.481e-01,0.3226,31,4.527e-01,5,0.2925,False,0.7131
Ccdc84,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.85,1.562e-01,0.3169,31,4.642e-01,5,0.3011,False,0.712
Rps19bp1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.41,1.024e-01,0.3141,31,4.688e-01,5,0.2308,True,0.7114
Polr2e,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.99,1.335e-01,0.3133,31,4.703e-01,5,0.2788,False,0.7113
Uspl1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.24,1.111e-01,0.3129,31,4.709e-01,5,0.2476,False,0.7112
Tut1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.89,1.499e-01,0.3105,31,4.763e-01,6,0.2941,False,0.7107
Arf1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.26,1.111e-01,0.3052,31,4.870e-01,5,0.2455,False,0.7096
Scfd1,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,2.18,1.162e-01,0.2609,31,5.827e-01,5,0.2549,False,0.7008
Mrpl44,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.97,1.361e-01,0.2516,31,5.990e-01,5,0.2818,True,0.6989
Kdm8,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.82,1.611e-01,0.2472,31,6.092e-01,5,0.3056,False,0.698
Mrpl40,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.83,1.597e-01,0.2464,31,6.106e-01,5,0.3043,True,0.6979
Rnf40,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.67,1.978e-01,0.2427,31,6.207e-01,5,0.3333,False,0.6971
Ddx10,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.97,1.361e-01,0.2351,31,6.394e-01,5,0.2818,False,0.6956
Samm50,Weak,False,co-hit|co-citation|contextual,5,5,26.25,2.298e-02,1.58,2.234e-01,0.2331,31,6.428e-01,5,0.3505,False,0.6952
